ticker,tradeDate,expiration_date,call_volume,call_open_interest,strike_price,put_open_interest,put_volume,delta,Ticker,Trade_date,W_Close,W_High,W_Low,W_Open,W_Vol,W_Unadj_Cls,W_Unadj_Hig,W_Unadj_Low,W_Unadj_Open
GOOG,2020-12-30,2020-12-31,171.0,59.0,1755.0,93.0,30.0,0.157773634,GOOG,2020-12-30,86.98,88.26,86.28,88.1,26122000.0,1739.52,1765.1,1725.6,1762.01
GOOG,2021-01-06,2021-01-08,99.0,96.0,1735.0,88.0,55.0,0.482134804,GOOG,2021-01-06,86.76,87.4,84.95,85.13,52042000.0,1735.29,1748.0,1699.0,1702.63
GOOG,2021-01-13,2021-01-15,1037.0,680.0,1760.0,704.0,113.0,0.4867183,GOOG,2021-01-13,87.72,88.25,86.9,86.93,21882000.0,1754.4,1765.04,1738.01,1738.58
GOOG,2021-01-20,2021-01-22,1230.0,382.0,1900.0,2.0,140.0,0.455394255,GOOG,2021-01-20,94.34,95.19,91.28,91.57,49804000.0,1886.9,1903.71,1825.53,1831.46
GOOG,2021-01-27,2021-01-29,545.0,740.0,1890.0,127.0,67.0,0.202507851,GOOG,2021-01-27,91.54,94.5,90.45,94.44,54964000.0,1830.79,1890.0,1809.0,1888.87
GOOG,2021-02-03,2021-02-05,899.0,154.0,2110.0,7.0,90.0,0.336381831,GOOG,2021-02-03,103.5,105.82,100.92,103.65,82362000.0,2070.07,2116.5,2018.38,2073.0
GOOG,2021-02-10,2021-02-12,39.0,27.0,2107.5,7.0,23.0,0.327877169,GOOG,2021-02-10,104.77,105.42,103.15,104.71,22708000.0,2095.38,2108.37,2063.09,2094.21
GOOG,2021-02-17,2021-02-19,151.0,161.0,2130.0,77.0,51.0,0.491116295,GOOG,2021-02-17,106.42,106.68,104.95,105.14,21418000.0,2128.31,2133.66,2098.92,2102.79
GOOG,2021-02-24,2021-02-26,470.0,352.0,2100.0,360.0,32.0,0.437317432,GOOG,2021-02-24,104.76,105.04,101.91,102.09,24966000.0,2095.17,2100.78,2038.13,2041.83
GOOG,2021-03-03,2021-03-05,5.0,7.0,2077.5,9.0,7.0,0.22073079,GOOG,2021-03-03,101.34,104.43,100.5,103.36,29682002.0,2026.71,2088.52,2010.0,2067.21
GOOG,2021-03-10,2021-03-12,75.0,44.0,2075.0,435.0,61.0,0.389616962,GOOG,2021-03-10,102.75,103.75,101.67,103.59,25370000.0,2055.03,2075.0,2033.37,2071.76
GOOG,2021-03-17,2021-03-19,79.0,83.0,2105.0,194.0,31.0,0.37981484,GOOG,2021-03-17,104.55,105.49,102.7,103.8,25980000.0,2091.08,2109.78,2054.0,2076.03
GOOG,2021-03-24,2021-03-26,26.0,61.0,2055.0,57.0,27.0,0.481819142,GOOG,2021-03-24,102.25,103.91,102.08,103.27,23080000.0,2045.06,2078.21,2041.56,2065.37
GOOG,2021-03-31,2021-04-01,63.0,34.0,2092.5,2.0,15.0,0.20937776,GOOG,2021-03-31,103.43,104.67,102.84,102.96,29197998.0,2068.63,2093.33,2056.74,2059.12
GOOG,2021-04-07,2021-04-09,854.0,344.0,2250.0,32.0,189.0,0.533166089,GOOG,2021-04-07,112.48,112.75,111.27,111.31,25796000.0,2249.68,2255.0,2225.33,2226.13
GOOG,2021-04-14,2021-04-16,193.0,289.0,2270.0,67.0,30.0,0.384464919,GOOG,2021-04-14,112.74,113.9,112.46,113.76,20218000.0,2254.84,2277.99,2249.19,2275.16
GOOG,2021-04-21,2021-04-23,83.0,381.0,2295.0,83.0,12.0,0.445767859,GOOG,2021-04-21,114.66,114.77,112.93,114.26,23934000.0,2293.29,2295.32,2258.57,2285.25
GOOG,2021-04-28,2021-04-30,2178.0,460.0,2450.0,11.0,44.0,0.094237543,GOOG,2021-04-28,119.0,122.62,118.74,120.36,59728004.0,2379.91,2452.38,2374.85,2407.15
GOOG,2021-05-05,2021-05-07,377.0,209.0,2380.0,79.0,85.0,0.323678398,GOOG,2021-05-05,117.84,119.11,117.57,118.42,21804000.0,2356.74,2382.2,2351.41,2368.42
GOOG,2021-05-12,2021-05-14,51.0,8.0,2272.5,76.0,6.0,0.327444304,GOOG,2021-05-12,111.95,114.27,111.5,113.08,34932000.0,2239.08,2285.37,2230.05,2261.71
GOOG,2021-05-19,2021-05-21,194.0,190.0,2315.0,153.0,24.0,0.374308848,GOOG,2021-05-19,115.44,115.84,113.18,113.69,19350000.0,2308.71,2316.76,2263.52,2273.78
GOOG,2021-05-26,2021-05-28,227.0,210.0,2440.0,213.0,97.0,0.468423414,GOOG,2021-05-26,121.68,122.15,120.63,120.64,21856000.0,2433.53,2442.94,2412.52,2412.84
GOOG,2021-06-02,2021-06-04,324.0,705.0,2440.0,152.0,29.0,0.239927078,GOOG,2021-06-02,121.06,122.1,120.21,121.77,17162000.0,2421.28,2442.0,2404.2,2435.31
GOOG,2021-06-09,2021-06-11,241.0,124.0,2505.0,82.0,11.0,0.373468937,GOOG,2021-06-09,124.57,125.25,124.37,124.98,20126000.0,2491.4,2505.0,2487.33,2499.5
GOOG,2021-06-16,2021-06-18,250.0,255.0,2530.0,60.0,63.0,0.394215758,GOOG,2021-06-16,125.7,126.52,124.15,126.25,26316000.0,2513.93,2530.47,2483.0,2524.95
GOOG,2021-06-23,2021-06-25,206.0,193.0,2540.0,87.0,446.0,0.424183976,GOOG,2021-06-23,126.46,127.8,126.25,126.55,19692000.0,2529.23,2555.92,2525.04,2531.0
GOOG,2021-06-30,2021-07-02,226.0,85.0,2510.0,272.0,162.0,0.536302569,GOOG,2021-06-30,125.32,125.8,124.76,125.65,24008000.0,2506.32,2516.0,2495.15,2513.07
GOOG,2021-07-07,2021-07-09,336.0,224.0,2610.0,8.0,38.0,0.461086505,GOOG,2021-07-07,130.08,130.64,129.76,130.34,16682000.0,2601.55,2612.8,2595.2,2606.82
GOOG,2021-07-14,2021-07-16,1219.0,949.0,2650.0,16.0,481.0,0.47406601,GOOG,2021-07-14,132.08,133.0,131.9,131.9,17918000.0,2641.65,2659.92,2637.96,2638.03
GOOG,2021-07-21,2021-07-23,404.0,417.0,2650.0,39.0,38.0,0.44399185,GOOG,2021-07-21,132.6,132.62,130.6,130.79,14740000.0,2652.01,2652.34,2612.03,2615.74
GOOG,2021-07-28,2021-07-30,475.0,80.0,2790.0,21.0,50.0,0.178405745,GOOG,2021-07-28,136.38,139.68,136.35,138.56,54688000.0,2727.63,2793.52,2727.0,2771.24
GOOG,2021-08-04,2021-08-06,161.0,194.0,2725.0,75.0,56.0,0.478820817,GOOG,2021-08-04,136.03,136.54,135.42,136.25,16526000.0,2720.57,2730.76,2708.3,2724.99
GOOG,2021-08-11,2021-08-13,214.0,76.0,2765.0,22.0,104.0,0.404868988,GOOG,2021-08-11,137.69,138.85,137.35,138.28,15208001.0,2753.79,2776.96,2747.0,2765.66
GOOG,2021-08-18,2021-08-20,306.0,151.0,2765.0,54.0,32.0,0.321929817,GOOG,2021-08-18,136.57,138.29,136.42,137.12,14934000.0,2731.4,2765.88,2728.42,2742.31
GOOG,2021-08-25,2021-08-27,408.0,90.0,2860.0,10.0,287.0,0.509909345,GOOG,2021-08-25,142.95,143.31,142.44,142.88,12842000.0,2859.0,2866.26,2848.79,2857.66
GOOG,2021-09-01,2021-09-03,84.0,94.0,2915.0,52.0,182.0,0.568010514,GOOG,2021-09-01,145.84,146.82,145.61,145.65,15824000.0,2916.84,2936.41,2912.29,2913.0
GOOG,2021-09-08,2021-09-10,452.0,311.0,2900.0,568.0,231.0,0.479807425,GOOG,2021-09-08,144.88,145.55,144.2,145.39,15490000.0,2897.67,2911.02,2884.0,2907.87
GOOG,2021-09-15,2021-09-17,400.0,294.0,2910.0,128.0,130.0,0.460062192,GOOG,2021-09-15,145.21,145.58,142.26,143.76,20652000.0,2904.12,2911.63,2845.12,2875.18
GOOG,2021-09-22,2021-09-24,305.0,159.0,2830.0,191.0,95.0,0.440528347,GOOG,2021-09-22,140.94,141.58,139.47,140.05,22066000.0,2818.77,2831.67,2789.44,2801.01
GOOG,2021-09-29,2021-10-01,49.0,7.0,2715.0,65.0,453.0,0.388138641,GOOG,2021-09-29,134.52,137.4,134.25,137.11,26336000.0,2690.42,2747.97,2685.0,2742.19
GOOG,2021-10-06,2021-10-08,190.0,94.0,2735.0,70.0,275.0,0.56864857,GOOG,2021-10-06,137.35,137.85,134.49,134.62,19764000.0,2747.08,2757.04,2689.73,2692.51
GOOG,2021-10-13,2021-10-15,308.0,156.0,2770.0,700.0,88.0,0.37492249,GOOG,2021-10-13,137.9,138.55,136.98,137.75,16392000.0,2758.0,2771.0,2739.53,2755.0
GOOG,2021-10-20,2021-10-22,463.0,325.0,2875.0,79.0,155.0,0.255604838,GOOG,2021-10-20,142.42,144.25,141.91,144.22,17938000.0,2848.3,2884.96,2838.24,2884.45
GOOG,2021-10-27,2021-10-29,1451.0,402.0,2980.0,2.0,122.0,0.337899199,GOOG,2021-10-27,146.43,149.12,139.9,139.9,51850000.0,2928.55,2982.36,2798.05,2798.05
GOOG,2021-11-03,2021-11-05,110.0,172.0,2935.0,35.0,43.0,0.507823044,GOOG,2021-11-03,146.79,146.91,145.05,146.28,17886000.0,2935.8,2938.21,2901.07,2925.5
GOOG,2021-11-10,2021-11-12,412.0,267.0,2970.0,416.0,281.0,0.211320159,GOOG,2021-11-10,146.63,148.7,145.32,148.01,22708000.0,2932.52,2974.0,2906.5,2960.2
GOOG,2021-11-17,2021-11-19,712.0,371.0,2980.0,344.0,92.0,0.62316141,GOOG,2021-11-17,149.06,149.63,148.56,149.23,15289999.0,2981.24,2992.52,2971.26,2984.58
GOOG,2021-11-24,2021-11-26,398.0,633.0,2925.0,672.0,210.0,0.652100379,GOOG,2021-11-24,146.72,147.0,145.2,146.35,16464000.0,2934.35,2940.0,2903.98,2927.0
GOOG,2021-12-01,2021-12-03,116.0,77.0,2885.0,90.0,123.0,0.370924296,GOOG,2021-12-01,141.62,146.5,141.5,144.21,28544002.0,2832.36,2929.98,2830.0,2884.25
GOOG,2021-12-08,2021-12-10,257.0,221.0,2980.0,63.0,38.0,0.326652588,GOOG,2021-12-08,148.72,149.16,147.2,148.33,18962000.0,2974.41,2983.13,2944.0,2966.63
GOOG,2021-12-15,2021-12-17,31.0,87.0,2945.0,36.0,1.0,0.403602669,GOOG,2021-12-15,147.37,147.52,142.71,144.37,27280000.0,2947.37,2950.34,2854.11,2887.32
GOOG,2021-12-22,2021-12-23,864.0,690.0,2935.0,43.0,64.0,0.41908288,GOOG,2021-12-22,146.95,147.3,143.96,144.1,18440000.0,2938.98,2946.06,2879.26,2882.0
GOOG,2021-12-29,2021-12-31,291.0,186.0,2940.0,270.0,131.0,0.442981942,GOOG,2021-12-29,146.5,147.18,145.5,146.43,17024000.0,2930.09,2943.68,2910.09,2928.59
GOOG,2022-01-05,2022-01-07,241.0,11.0,2885.0,91.0,42.0,0.049729396,GOOG,2022-01-05,137.65,144.3,137.52,144.18,49640000.0,2753.07,2885.96,2750.47,2883.62
GOOG,2022-01-12,2022-01-14,147.0,101.0,2855.0,96.0,31.0,0.394546368,GOOG,2022-01-12,141.65,142.81,141.11,141.55,23640000.0,2832.96,2856.28,2822.24,2831.09
GOOG,2022-01-19,2022-01-21,86.0,24.0,2765.0,40.0,16.0,0.308421509,GOOG,2022-01-19,135.65,138.4,135.5,136.94,20794000.0,2713.04,2767.99,2710.0,2738.77
GOOG,2022-01-26,2022-01-28,107.0,79.0,2655.0,6.0,5.0,0.19076716,GOOG,2022-01-26,129.24,132.81,127.15,130.59,39630000.0,2584.8,2656.15,2543.07,2611.85
GOOG,2022-02-02,2022-02-04,421.0,69.0,3040.0,0.0,16.0,0.197154893,GOOG,2022-02-02,148.04,152.1,145.56,151.86,89750000.0,2960.73,3042.0,2911.15,3037.27
GOOG,2022-02-09,2022-02-11,224.0,85.0,2835.0,87.0,53.0,0.421761366,GOOG,2022-02-09,141.45,142.18,140.38,140.85,28626000.0,2829.06,2843.51,2807.54,2817.0
GOOG,2022-02-16,2022-02-18,814.0,1302.0,2750.0,678.0,384.0,0.548076774,GOOG,2022-02-16,137.49,137.95,134.82,136.43,25608000.0,2749.75,2758.92,2696.47,2728.61
GOOG,2022-02-23,2022-02-25,830.0,46.0,2630.0,68.0,55.0,0.163844482,GOOG,2022-02-23,127.58,131.75,127.5,131.08,26430000.0,2551.7,2634.98,2550.07,2621.57
GOOG,2022-03-02,2022-03-04,93.0,82.0,2705.0,23.0,47.0,0.518506846,GOOG,2022-03-02,134.75,135.62,133.43,134.61,23966000.0,2695.03,2712.31,2668.65,2692.17
GOOG,2022-03-09,2022-03-11,343.0,120.0,2680.0,75.0,64.0,0.503462937,GOOG,2022-03-09,133.87,134.2,130.09,131.4,32256000.0,2677.32,2683.97,2601.76,2628.0
GOOG,2022-03-16,2022-03-18,156.0,62.0,2665.0,97.0,6.0,0.454072021,GOOG,2022-03-16,133.69,133.77,129.2,131.0,32058000.0,2673.81,2675.42,2584.02,2620.0
GOOG,2022-03-23,2022-03-25,673.0,617.0,2800.0,114.0,162.0,0.374256029,GOOG,2022-03-23,138.5,140.02,138.17,139.14,25302000.0,2770.07,2800.5,2763.33,2782.77
GOOG,2022-03-30,2022-04-01,199.0,95.0,2865.0,37.0,40.0,0.390456916,GOOG,2022-03-30,142.64,143.48,142.17,142.87,21046000.0,2852.89,2869.61,2843.36,2857.4
GOOG,2022-04-06,2022-04-08,40.0,9.0,2730.0,98.0,193.0,0.616412355,GOOG,2022-04-06,137.18,139.85,136.42,139.16,23574000.0,2743.52,2796.97,2728.36,2783.23
GOOG,2022-04-13,2022-04-14,210.0,89.0,2610.0,151.0,58.0,0.528655469,GOOG,2022-04-13,130.29,130.66,128.44,128.63,19542000.0,2605.72,2613.11,2568.77,2572.53
GOOG,2022-04-20,2022-04-22,111.0,93.0,2620.0,69.0,54.0,0.286758539,GOOG,2022-04-20,128.25,131.92,127.89,131.28,22608000.0,2564.91,2638.47,2557.88,2625.68
GOOG,2022-04-27,2022-04-29,481.0,44.0,2350.0,236.0,275.0,0.282920991,GOOG,2022-04-27,115.02,117.5,113.12,114.37,62238000.0,2300.41,2350.0,2262.48,2287.46
GOOG,2022-05-04,2022-05-06,174.0,658.0,2460.0,51.0,4.0,0.448747489,GOOG,2022-05-04,122.58,123.14,115.74,118.0,33230000.0,2451.5,2462.86,2314.77,2360.07
GOOG,2022-05-11,2022-05-13,195.0,89.0,2320.0,69.0,64.0,0.35751781,GOOG,2022-05-11,113.96,116.67,113.65,113.71,36500000.0,2279.22,2333.42,2273.0,2274.21
GOOG,2022-05-18,2022-05-20,77.0,161.0,2310.0,99.0,15.0,0.249112046,GOOG,2022-05-18,112.4,115.7,112.14,115.24,27982000.0,2248.02,2313.91,2242.84,2304.75
GOOG,2022-05-25,2022-05-27,288.0,85.0,2110.0,96.0,185.0,0.538327067,GOOG,2022-05-25,105.84,106.54,104.21,105.14,37898000.0,2116.79,2130.89,2084.22,2102.84
GOOG,2022-06-01,2022-06-03,85.0,66.0,2345.0,5.0,7.0,0.22838616,GOOG,2022-06-01,114.14,117.4,113.55,114.93,28628000.0,2282.74,2347.98,2271.01,2298.63
GOOG,2022-06-08,2022-06-10,164.0,63.0,2345.0,82.0,118.0,0.556342006,GOOG,2022-06-08,117.24,118.65,116.7,116.88,22544000.0,2344.76,2372.92,2333.94,2337.53
GOOG,2022-06-15,2022-06-17,124.0,461.0,2240.0,70.0,35.0,0.370851878,GOOG,2022-06-15,110.39,112.06,108.12,108.9,33192002.0,2207.81,2241.26,2162.38,2177.99
GOOG,2022-06-22,2022-06-24,133.0,69.0,2275.0,26.0,5.0,0.31806913,GOOG,2022-06-22,112.03,113.77,110.72,111.16,23920000.0,2240.68,2275.39,2214.49,2223.26
GOOG,2022-06-29,2022-07-01,434.0,68.0,2260.0,80.0,132.0,0.413273105,GOOG,2022-06-29,112.26,113.66,111.55,112.15,18626000.0,2245.13,2273.29,2231.08,2242.97
GOOG,2022-07-06,2022-07-08,156.0,92.0,2325.0,31.0,34.0,0.440607375,GOOG,2022-07-06,115.21,116.35,112.25,114.09,28852002.0,2304.27,2327.04,2245.01,2281.84
GOOG,2022-07-13,2022-07-15,115.0,77.0,2295.0,73.0,70.0,0.234217726,GOOG,2022-07-13,112.19,115.16,111.82,112.64,38958000.0,2243.74,2303.14,2236.46,2252.78
GOOG,2022-07-20,2022-07-22,1341.0,1260.0,116.25,421.0,214.0,0.339134493,GOOG,2022-07-20,114.7,116.33,113.26,114.06,26780000.0,114.7,116.33,113.26,114.06
GOOG,2022-07-27,2022-07-29,5734.0,9238.0,114.0,681.0,2771.0,0.519453057,GOOG,2022-07-27,113.6,114.4,108.42,109.6,41429676.0,113.6,114.4,108.42,109.6
GOOG,2022-08-03,2022-08-05,1800.0,806.0,118.5,98.0,1102.0,0.593433947,GOOG,2022-08-03,118.78,119.42,116.15,116.34,25271359.0,118.78,119.42,116.15,116.34
GOOG,2022-08-10,2022-08-12,1786.0,840.0,121.5,192.0,579.0,0.383205247,GOOG,2022-08-10,120.65,121.78,119.36,119.59,20465678.0,120.65,121.78,119.36,119.59
GOOG,2022-08-17,2022-08-19,1511.0,3706.0,121.5,1179.0,234.0,0.329520851,GOOG,2022-08-17,120.32,122.15,120.2,120.93,17558396.0,120.32,122.15,120.2,120.93
GOOG,2022-08-24,2022-08-26,429.0,644.0,115.5,303.0,1136.0,0.467351157,GOOG,2022-08-24,114.7,115.72,113.78,114.45,16030566.0,114.7,115.72,113.78,114.45
GOOG,2022-08-31,2022-09-02,2516.0,758.0,111.0,1059.0,565.0,0.416457565,GOOG,2022-08-31,109.15,111.77,109.05,111.63,25794297.0,109.15,111.77,109.05,111.63
GOOG,2022-09-07,2022-09-09,3690.0,3168.0,110.0,1891.0,1015.0,0.607739786,GOOG,2022-09-07,110.48,110.99,107.61,107.76,22965361.0,110.48,110.99,107.61,107.76
GOOG,2022-09-14,2022-09-16,2238.0,657.0,106.0,1748.0,305.0,0.492932803,GOOG,2022-09-14,105.87,106.1,104.5,105.44,22048418.0,105.87,106.1,104.5,105.44
GOOG,2022-09-21,2022-09-23,1000.0,825.0,101.0,816.0,1358.0,0.405594539,GOOG,2022-09-21,100.01,103.49,99.99,102.24,26519297.0,100.01,103.49,99.99,102.24
GOOG,2022-09-28,2022-09-30,4814.0,5637.0,100.0,2696.0,1612.0,0.639022359,GOOG,2022-09-28,100.74,101.4,97.8,98.02,24589068.0,100.74,101.4,97.8,98.02
GOOG,2022-10-05,2022-10-07,2344.0,4932.0,101.0,1415.0,634.0,0.70418831,GOOG,2022-10-05,102.22,102.74,99.74,100.69,18447182.0,102.22,102.74,99.74,100.69
GOOG,2022-10-12,2022-10-14,2371.0,1832.0,99.0,2166.0,1650.0,0.480402038,GOOG,2022-10-12,98.3,99.65,97.67,98.27,17328510.0,98.3,99.65,97.67,98.27
GOOG,2022-10-19,2022-10-21,2878.0,2620.0,101.0,2204.0,884.0,0.428122503,GOOG,2022-10-19,100.29,101.66,99.64,100.7,21543869.0,100.29,101.66,99.64,100.7
GOOG,2022-10-26,2022-10-28,15316.0,637.0,98.0,2417.0,2970.0,0.222168008,GOOG,2022-10-26,94.82,98.54,94.57,96.76,71422914.0,94.82,98.54,94.57,96.76
GOOG,2022-11-02,2022-11-04,4910.0,1537.0,91.0,5786.0,1816.0,0.164745811,GOOG,2022-11-02,87.07,91.3,87.01,90.91,43437375.0,87.07,91.3,87.01,90.91
GOOG,2022-11-09,2022-11-11,3839.0,3514.0,89.0,2566.0,1685.0,0.362066729,GOOG,2022-11-09,93.75,89.49,87.36,88.54,26743801.0,93.75,89.49,87.36,88.54
GOOG,2022-11-16,2022-11-18,6878.0,5024.0,99.0,6953.0,3295.0,0.523666938,GOOG,2022-11-16,98.99,99.85,97.9,98.02,24647342.0,98.99,99.85,97.9,98.02
GOOG,2022-11-23,2022-11-25,11624.0,4486.0,98.0,710.0,3984.0,0.710441469,GOOG,2022-11-23,98.82,99.07,97.34,97.34,17557088.0,98.82,99.07,97.34,97.34
GOOG,2022-11-30,2022-12-02,6391.0,7041.0,100.0,717.0,999.0,0.57955631,GOOG,2022-11-30,101.45,101.45,94.67,95.12,39821383.0,101.45,101.45,94.67,95.12
GOOG,2022-12-07,2022-12-09,4408.0,1670.0,97.0,2535.0,827.0,0.260432026,GOOG,2022-12-07,95.15,97.31,95.03,96.77,26632266.0,95.15,97.31,95.03,96.77
